,Run,Epoch,Train Loss,Train Accuracy,Epoch Duration,Run Duration,batch_size,lr,epochs
0,1,1,0.5563210189024608,80.29666666666667,32.102492809295654,34.63045692443848,64,0.01,50
1,1,2,0.3575589414596558,86.81333333333333,32.56303071975708,69.25534844398499,64,0.01,50
2,1,3,0.3039778738896052,88.815,32.08928608894348,103.44433212280273,64,0.01,50
3,1,4,0.28121568524042767,89.81333333333333,32.43081092834473,137.90757155418396,64,0.01,50
4,1,5,0.2615230256120364,90.48666666666666,32.15837907791138,172.13233828544617,64,0.01,50
5,1,6,0.24244467267195383,91.16,32.463881731033325,206.59924006462097,64,0.01,50
6,1,7,0.22762855079571406,91.535,32.32724571228027,240.94631838798523,64,0.01,50
7,1,8,0.21369721341927847,92.03166666666667,32.34860372543335,275.45394110679626,64,0.01,50
8,1,9,0.20003690260648727,92.59333333333333,32.32400155067444,309.8192582130432,64,0.01,50
9,1,10,0.1854816084623337,93.18666666666667,32.31293439865112,344.18991446495056,64,0.01,50
10,1,11,0.1706254074116548,93.75,32.325263023376465,378.56638383865356,64,0.01,50
11,1,12,0.16463093281785648,94.045,32.405253410339355,413.0620548725128,64,0.01,50
12,1,13,0.14812485875487327,94.42333333333333,32.329731464385986,447.4757764339447,64,0.01,50
13,1,14,0.13427851196726162,94.93166666666667,32.42072772979736,481.9391083717346,64,0.01,50
14,1,15,0.12521851269006729,95.285,32.27800440788269,516.2332940101624,64,0.01,50
15,1,16,0.12361822943091393,95.54833333333333,32.47901248931885,550.7898483276367,64,0.01,50
16,1,17,0.10231510962744554,96.2,32.417067766189575,585.2963149547577,64,0.01,50
17,1,18,0.05411990717276931,98.02833333333332,32.33530306816101,619.7015674114227,64,0.01,50
18,1,19,0.03645790456390629,98.705,32.331506967544556,654.0342509746552,64,0.01,50
19,1,20,0.027772771138263246,99.00666666666666,32.33769512176514,688.371015548706,64,0.01,50
20,1,21,0.021072047416027636,99.24166666666666,32.34365749359131,722.7805979251862,64,0.01,50
21,1,22,0.016923281529856223,99.43833333333333,32.389171838760376,757.1727681159973,64,0.01,50
22,1,23,0.012664948686693484,99.57666666666667,32.285218954086304,791.4646418094635,64,0.01,50
23,1,24,0.009377489738018873,99.69833333333334,32.33119606971741,825.843941450119,64,0.01,50
24,1,25,0.008349493520481822,99.715,32.384851694107056,860.2198057174683,64,0.01,50
25,1,26,0.006254078156112034,99.79666666666667,32.41339373588562,894.7534985542297,64,0.01,50
26,1,27,0.004891496240573664,99.82666666666667,32.41138005256653,929.2101266384125,64,0.01,50
27,1,28,0.004754506279970155,99.84166666666667,32.33913016319275,963.5668404102325,64,0.01,50
28,1,29,0.004291863025411779,99.85000000000001,32.27172827720642,997.8529567718506,64,0.01,50
29,1,30,0.0034856299534912977,99.9,32.29978013038635,1032.1190338134766,64,0.01,50
30,1,31,0.003597954913952587,99.87666666666667,32.32161021232605,1066.4683339595795,64,0.01,50
31,1,32,0.0031840300980627944,99.89833333333334,32.19587326049805,1100.6672623157501,64,0.01,50
32,1,33,0.002918557623903871,99.89,32.33664917945862,1135.0033638477325,64,0.01,50
33,1,34,0.004007761919546768,99.84833333333333,32.398085832595825,1169.392700433731,64,0.01,50
34,1,35,0.003012647279667544,99.89166666666667,32.45404934883118,1203.8401591777802,64,0.01,50
35,1,36,0.0017700140622250425,99.93333333333332,32.29334235191345,1238.1710777282715,64,0.01,50
36,1,37,0.0030422854887669623,99.88166666666667,32.35441851615906,1272.4767799377441,64,0.01,50
37,1,38,0.0028401710021708215,99.90166666666667,32.36351680755615,1306.9176502227783,64,0.01,50
38,1,39,0.00256516285387097,99.92,32.428656578063965,1341.3813698291779,64,0.01,50
39,1,40,0.0014749971834604365,99.95,32.26992964744568,1375.6333639621735,64,0.01,50
40,1,41,0.0009744236540808743,99.97500000000001,32.196871757507324,1409.8315529823303,64,0.01,50
41,1,42,0.0006199213651095003,99.98666666666666,32.34033203125,1444.1299457550049,64,0.01,50
42,1,43,0.00057850114324393,99.985,32.41938829421997,1478.5680313110352,64,0.01,50
43,1,44,0.0004407351779605733,99.99,32.48322319984436,1513.0128064155579,64,0.01,50
44,1,45,0.0005497006526883827,99.98166666666667,32.31782412528992,1547.3585681915283,64,0.01,50
