,Run,Epoch,Train Loss,Train Accuracy,Epoch Duration,Run Duration,batch_size,lr,epochs
45,1,46,0.0003549311163202219,99.99666666666667,32.352055311203,1581.7898409366608,64,0.01,50
46,1,47,0.0003044511927856092,99.995,32.40390920639038,1616.2058055400848,64,0.01,50
47,1,48,0.0003087386982979903,99.995,32.34575533866882,1650.5168130397797,64,0.01,50
48,1,49,0.0004679856112547668,99.99333333333334,32.405778884887695,1684.9516258239746,64,0.01,50
49,1,50,0.0002948858544702489,99.995,32.32654595375061,1719.3069376945496,64,0.01,50
50,2,1,0.565315613937378,80.04833333333333,20.44863986968994,21.44119930267334,256,0.01,50
51,2,2,0.3387843027114868,87.71833333333333,20.526899814605713,44.12411832809448,256,0.01,50
52,2,3,0.29068585923512774,89.47833333333334,20.467639446258545,66.71814751625061,256,0.01,50
53,2,4,0.2618850343704224,90.46833333333333,20.595810174942017,89.39536499977112,256,0.01,50
54,2,5,0.24178861865997314,91.04666666666667,20.547339916229248,112.10494828224182,256,0.01,50
55,2,6,0.22414566116333007,91.59833333333334,20.506258010864258,134.71435594558716,256,0.01,50
56,2,7,0.20958876021703085,92.36666666666666,20.501652240753174,157.2870969772339,256,0.01,50
57,2,8,0.19787434740066528,92.56,20.525504112243652,179.9408986568451,256,0.01,50
58,2,9,0.18781065629323324,93.12166666666667,20.50355100631714,202.5626540184021,256,0.01,50
59,2,10,0.1773462114651998,93.33333333333333,20.546017169952393,225.20415115356445,256,0.01,50
60,2,11,0.16874668184916178,93.63333333333334,20.51467537879944,247.89102029800415,256,0.01,50
61,2,12,0.15615143524805705,94.09166666666667,20.510792016983032,270.47567915916443,256,0.01,50
62,2,13,0.1503508534749349,94.455,20.469579458236694,293.0426869392395,256,0.01,50
63,2,14,0.13462732985814413,94.95,20.54665756225586,315.6526050567627,256,0.01,50
64,2,15,0.13470370664596557,94.88,20.52201747894287,338.30746126174927,256,0.01,50
65,2,16,0.11951037123998007,95.52666666666667,20.51053237915039,360.93279910087585,256,0.01,50
66,2,17,0.11152965710957845,95.78,20.536829233169556,383.53181552886963,256,0.01,50
67,2,18,0.10660211453437805,96.04166666666667,20.459696531295776,406.14641189575195,256,0.01,50
68,2,19,0.09837950627009073,96.28999999999999,20.508824348449707,428.7513017654419,256,0.01,50
69,2,20,0.09008472716013591,96.68166666666667,20.550544500350952,451.3844835758209,256,0.01,50
70,2,21,0.08327874528566996,96.82666666666667,20.440831184387207,473.93988728523254,256,0.01,50
71,2,22,0.07871200049718222,97.05833333333334,20.52168583869934,496.54515409469604,256,0.01,50
72,2,23,0.07608314392169317,97.16,20.522320985794067,519.1601119041443,256,0.01,50
73,2,24,0.06719204741319021,97.50166666666667,20.428797245025635,541.7127006053925,256,0.01,50
74,2,25,0.06442970227400462,97.68833333333333,20.471429109573364,564.3652772903442,256,0.01,50
75,2,26,0.06093363916079203,97.795,20.561184883117676,587.0022406578064,256,0.01,50
76,2,27,0.05591995711326599,97.925,20.41429352760315,609.5048611164093,256,0.01,50
77,2,28,0.05178430086771647,98.15333333333334,20.435444831848145,631.9823005199432,256,0.01,50
78,2,29,0.048779501481850944,98.18666666666667,20.51982045173645,654.5431735515594,256,0.01,50
79,2,30,0.04637496052980423,98.28833333333333,20.48173236846924,677.1203842163086,256,0.01,50
80,2,31,0.041007590679327646,98.50833333333333,20.531296491622925,699.7523875236511,256,0.01,50
81,2,32,0.0405607946395874,98.50166666666667,20.532889127731323,722.4029791355133,256,0.01,50
82,2,33,0.03913017417589824,98.53,20.46287989616394,744.902202129364,256,0.01,50
83,2,34,0.03474739765326182,98.78,20.54111623764038,767.5270953178406,256,0.01,50
84,2,35,0.032002969469626746,98.88166666666666,20.469700574874878,790.0563178062439,256,0.01,50
85,2,36,0.030161572871605556,98.94333333333334,20.473127603530884,812.5928416252136,256,0.01,50
86,2,37,0.03548483074506124,98.77333333333334,20.52628493309021,835.1986384391785,256,0.01,50
87,2,38,0.03123494823873043,98.925,20.45136046409607,857.7520191669464,256,0.01,50
88,2,39,0.02916181249221166,98.98333333333333,20.448857307434082,880.2967553138733,256,0.01,50
89,2,40,0.02445833846181631,99.13333333333333,20.53706455230713,902.9143722057343,256,0.01,50
90,2,41,0.024427461962401868,99.13166666666666,20.49476671218872,925.626532793045,256,0.01,50
91,2,42,0.027457146803538005,99.05166666666668,20.502474546432495,948.2283041477203,256,0.01,50
92,2,43,0.025201021268963814,99.125,20.491658926010132,970.7987184524536,256,0.01,50
93,2,44,0.024283935391902923,99.17166666666667,20.495760440826416,993.3791131973267,256,0.01,50
94,2,45,0.02280845178514719,99.21333333333334,20.51504874229431,1016.0531523227692,256,0.01,50
95,2,46,0.02285906140804291,99.185,20.453924894332886,1038.6165225505829,256,0.01,50
96,2,47,0.021584266611437003,99.23833333333333,20.358519077301025,1061.0702435970306,256,0.01,50
97,2,48,0.020378051181634268,99.28666666666666,20.509717226028442,1083.642415046692,256,0.01,50
98,2,49,0.021788930774728456,99.30166666666666,20.54074788093567,1106.2204813957214,256,0.01,50
99,2,50,0.020318433505296708,99.30666666666667,20.419299364089966,1128.7063734531403,256,0.01,50
100,3,1,0.7360624526977539,75.67,19.58418369293213,20.700048685073853,512,0.01,50
101,3,2,0.348688041305542,87.06666666666666,19.85155200958252,42.659327268600464,512,0.01,50
102,3,3,0.29614525591532387,89.09333333333333,19.491347312927246,64.21346998214722,512,0.01,50
103,3,4,0.26719150899251304,90.13166666666666,19.552533864974976,85.84244871139526,512,0.01,50
104,3,5,0.24176812108357748,91.02166666666666,19.620511531829834,107.57019019126892,512,0.01,50
105,3,6,0.22814576721191407,91.59333333333333,19.58781886100769,129.2451992034912,512,0.01,50
106,3,7,0.2151767054239909,92.05833333333334,19.645613193511963,150.983558177948,512,0.01,50
107,3,8,0.20073434918721517,92.60000000000001,19.585168838500977,172.7182765007019,512,0.01,50
108,3,9,0.18688360093434653,92.99,19.651633262634277,194.54498505592346,512,0.01,50
109,3,10,0.17395545196533202,93.55,19.476242542266846,216.08853960037231,512,0.01,50
110,3,11,0.17062101662953694,93.65,19.62152338027954,237.82083916664124,512,0.01,50
111,3,12,0.15334325199127197,94.245,19.51998281478882,259.4271910190582,512,0.01,50
112,3,13,0.14257039833068846,94.69833333333332,19.57102918624878,281.1368043422699,512,0.01,50
113,3,14,0.13353552570343016,95.03666666666668,19.599661588668823,302.81161284446716,512,0.01,50
114,3,15,0.13431822058359782,94.84333333333333,19.519326210021973,324.43950152397156,512,0.01,50
115,3,16,0.11796999212900798,95.48166666666667,19.581920623779297,346.1433951854706,512,0.01,50
116,3,17,0.10803122603098551,95.96000000000001,19.63224983215332,367.94316482543945,512,0.01,50
117,3,18,0.09980200468699138,96.25,19.55736780166626,389.62531638145447,512,0.01,50
118,3,19,0.0912614200592041,96.495,19.610587120056152,411.31978273391724,512,0.01,50
119,3,20,0.09181410474777221,96.62666666666667,19.613996744155884,433.0507526397705,512,0.01,50
120,3,21,0.086596178150177,96.745,19.55895972251892,454.8052761554718,512,0.01,50
121,3,22,0.07201330865224202,97.285,19.617908716201782,476.50310945510864,512,0.01,50
122,3,23,0.06933749396006267,97.43833333333333,19.595881938934326,498.23446917533875,512,0.01,50
123,3,24,0.06483349380493164,97.625,19.666623830795288,520.0557408332825,512,0.01,50
124,3,25,0.06142189639409383,97.71166666666666,19.627591371536255,541.7412123680115,512,0.01,50
125,3,26,0.06218000645637512,97.69666666666666,19.471586227416992,563.2710340023041,512,0.01,50
126,3,27,0.054060563151041664,98.015,19.483760356903076,584.8445353507996,512,0.01,50
127,3,28,0.0442870215733846,98.36833333333334,19.53872013092041,606.4643115997314,512,0.01,50
128,3,29,0.05156221394538879,98.13,19.515526056289673,628.0601177215576,512,0.01,50
129,3,30,0.0439223002910614,98.37833333333333,19.573384523391724,649.6700835227966,512,0.01,50
130,3,31,0.04440188644727071,98.37166666666667,19.569223403930664,671.3414800167084,512,0.01,50
131,3,32,0.03921199867725372,98.595,19.56269407272339,693.0256607532501,512,0.01,50
132,3,33,0.035134814993540445,98.72999999999999,19.587412357330322,714.6992948055267,512,0.01,50
133,3,34,0.03263818833033244,98.78,19.585273027420044,736.3395917415619,512,0.01,50
134,3,35,0.03344491147597631,98.77333333333334,19.610047101974487,758.0272724628448,512,0.01,50
135,3,36,0.03645357464154561,98.72666666666666,19.54306387901306,779.6760492324829,512,0.01,50
136,3,37,0.028004566359519957,99.06833333333334,19.5643048286438,801.3005709648132,512,0.01,50
137,3,38,0.029436054519812266,98.92166666666667,19.605568170547485,823.0861396789551,512,0.01,50
138,3,39,0.02687213398615519,99.00166666666667,19.6256902217865,844.8383424282074,512,0.01,50
139,3,40,0.02824722371896108,98.99666666666667,19.629907369613647,866.5203561782837,512,0.01,50
140,3,41,0.03426877489884694,98.86833333333334,19.595402002334595,888.2486498355865,512,0.01,50
141,3,42,0.023750401721398036,99.18833333333333,19.557618618011475,909.8723936080933,512,0.01,50
142,3,43,0.01930438051223755,99.36166666666666,19.58381175994873,931.5237135887146,512,0.01,50
143,3,44,0.02453907350699107,99.13833333333332,19.61133122444153,953.2647359371185,512,0.01,50
144,3,45,0.025773525830109913,99.13666666666666,19.561187505722046,974.9321935176849,512,0.01,50
145,3,46,0.024647484652201335,99.19666666666667,19.59916925430298,996.671713590622,512,0.01,50
146,3,47,0.02348016100724538,99.18,19.610231161117554,1018.4103453159332,512,0.01,50
147,3,48,0.018154711854457856,99.39666666666666,19.563756465911865,1040.0391311645508,512,0.01,50
148,3,49,0.01750761248866717,99.41833333333334,19.56365132331848,1061.700246334076,512,0.01,50
149,3,50,0.018832083375255267,99.33999999999999,19.50504231452942,1083.2520112991333,512,0.01,50
